Sample	Gene	Identity(%)	Coverage	Subject	AlignLen
GCA_012218625.2_GCA_012218625.2_ASM1221862v2_genomic_hits	espN	100.0	1.0	CP088034.1	181
GCA_012218625.2_GCA_012218625.2_ASM1221862v2_genomic_hits	espV	100.0	1.0	CP088034.1	178
GCA_012218625.2_GCA_012218625.2_ASM1221862v2_genomic_hits	stx2	100.0	1.0	CP088034.1	83
GCA_012218625.2_GCA_012218625.2_ASM1221862v2_genomic_hits	ureD	100.0	1.0	CP088034.1	188
GCA_012218685.2_GCA_012218685.2_ASM1221868v2_genomic_hits	Z2098	100.0	1.0	CP088054.1	200
GCA_012218685.2_GCA_012218685.2_ASM1221868v2_genomic_hits	eae	100.0	1.0	CP088054.1	91
GCA_012218685.2_GCA_012218685.2_ASM1221868v2_genomic_hits	espK	100.0	1.0	CP088054.1	176
GCA_012218685.2_GCA_012218685.2_ASM1221868v2_genomic_hits	espN	100.0	1.0	CP088054.1	181
GCA_012218685.2_GCA_012218685.2_ASM1221868v2_genomic_hits	espV	100.0	1.0	CP088054.1	178
GCA_012218685.2_GCA_012218685.2_ASM1221868v2_genomic_hits	stx2	100.0	1.0	CP088054.1	83
GCA_012218685.2_GCA_012218685.2_ASM1221868v2_genomic_hits	ureD	100.0	1.0	CP088054.1	188
GCA_012219005.2_GCA_012219005.2_ASM1221900v2_genomic_hits	Z2098	100.0	1.0	CP088048.1	200
GCA_012219005.2_GCA_012219005.2_ASM1221900v2_genomic_hits	eae	100.0	1.0	CP088048.1	91
GCA_012219005.2_GCA_012219005.2_ASM1221900v2_genomic_hits	espK	100.0	1.0	CP088048.1	176
GCA_012219005.2_GCA_012219005.2_ASM1221900v2_genomic_hits	espN	100.0	1.0	CP088048.1	181
GCA_012219005.2_GCA_012219005.2_ASM1221900v2_genomic_hits	espV	100.0	1.0	CP088048.1	178
GCA_012219005.2_GCA_012219005.2_ASM1221900v2_genomic_hits	stx2	100.0	1.0	CP088048.1	83
GCA_012219005.2_GCA_012219005.2_ASM1221900v2_genomic_hits	ureD	100.0	1.0	CP088048.1	188
GCA_012219025.2_GCA_012219025.2_ASM1221902v2_genomic_hits	Z2098	100.0	1.0	CP088067.1	200
GCA_012219025.2_GCA_012219025.2_ASM1221902v2_genomic_hits	eae	100.0	1.0	CP088067.1	91
GCA_012219025.2_GCA_012219025.2_ASM1221902v2_genomic_hits	espK	100.0	1.0	CP088067.1	176
GCA_012219025.2_GCA_012219025.2_ASM1221902v2_genomic_hits	espN	100.0	1.0	CP088067.1	181
GCA_012219025.2_GCA_012219025.2_ASM1221902v2_genomic_hits	espV	100.0	1.0	CP088067.1	178
GCA_012219025.2_GCA_012219025.2_ASM1221902v2_genomic_hits	stx2	100.0	1.0	CP088067.1	83
GCA_012219025.2_GCA_012219025.2_ASM1221902v2_genomic_hits	ureD	100.0	1.0	CP088067.1	188
GCA_012219045.2_GCA_012219045.2_ASM1221904v2_genomic_hits	Z2098	100.0	1.0	CP088040.1	200
GCA_012219045.2_GCA_012219045.2_ASM1221904v2_genomic_hits	eae	100.0	1.0	CP088040.1	91
GCA_012219045.2_GCA_012219045.2_ASM1221904v2_genomic_hits	espK	100.0	1.0	CP088040.1	176
GCA_012219045.2_GCA_012219045.2_ASM1221904v2_genomic_hits	espN	100.0	1.0	CP088040.1	181
GCA_012219045.2_GCA_012219045.2_ASM1221904v2_genomic_hits	espV	100.0	1.0	CP088040.1	178
GCA_012219045.2_GCA_012219045.2_ASM1221904v2_genomic_hits	stx2	100.0	1.0	CP088040.1	83
GCA_012219045.2_GCA_012219045.2_ASM1221904v2_genomic_hits	ureD	100.0	1.0	CP088040.1	188
GCA_012219065.2_GCA_012219065.2_ASM1221906v2_genomic_hits	Z2098	100.0	1.0	CP088056.1	200
GCA_012219065.2_GCA_012219065.2_ASM1221906v2_genomic_hits	eae	100.0	1.0	CP088056.1	91
GCA_012219065.2_GCA_012219065.2_ASM1221906v2_genomic_hits	espK	100.0	1.0	CP088056.1	176
GCA_012219065.2_GCA_012219065.2_ASM1221906v2_genomic_hits	espN	100.0	1.0	CP088056.1	181
GCA_012219065.2_GCA_012219065.2_ASM1221906v2_genomic_hits	espV	100.0	1.0	CP088056.1	178
GCA_012219065.2_GCA_012219065.2_ASM1221906v2_genomic_hits	stx2	100.0	1.0	CP088056.1	83
GCA_012219065.2_GCA_012219065.2_ASM1221906v2_genomic_hits	ureD	100.0	1.0	CP088056.1	188
GCA_012219085.2_GCA_012219085.2_ASM1221908v2_genomic_hits	Z2098	100.0	1.0	CP088042.1	200
GCA_012219085.2_GCA_012219085.2_ASM1221908v2_genomic_hits	eae	100.0	1.0	CP088042.1	91
GCA_012219085.2_GCA_012219085.2_ASM1221908v2_genomic_hits	espK	100.0	1.0	CP088042.1	176
GCA_012219085.2_GCA_012219085.2_ASM1221908v2_genomic_hits	espN	100.0	1.0	CP088042.1	181
GCA_012219085.2_GCA_012219085.2_ASM1221908v2_genomic_hits	espV	100.0	1.0	CP088042.1	178
GCA_012219085.2_GCA_012219085.2_ASM1221908v2_genomic_hits	stx2	100.0	1.0	CP088042.1	83
GCA_012219085.2_GCA_012219085.2_ASM1221908v2_genomic_hits	ureD	100.0	1.0	CP088042.1	188
GCA_012219425.2_GCA_012219425.2_ASM1221942v2_genomic_hits	Z2098	100.0	1.0	CP088044.1	200
GCA_012219425.2_GCA_012219425.2_ASM1221942v2_genomic_hits	eae	100.0	1.0	CP088044.1	91
GCA_012219425.2_GCA_012219425.2_ASM1221942v2_genomic_hits	espK	100.0	1.0	CP088044.1	176
GCA_012219425.2_GCA_012219425.2_ASM1221942v2_genomic_hits	espN	100.0	1.0	CP088044.1	181
GCA_012219425.2_GCA_012219425.2_ASM1221942v2_genomic_hits	espV	100.0	1.0	CP088044.1	178
GCA_012219425.2_GCA_012219425.2_ASM1221942v2_genomic_hits	stx2	100.0	1.0	CP088044.1	83
GCA_012219425.2_GCA_012219425.2_ASM1221942v2_genomic_hits	ureD	100.0	1.0	CP088044.1	188
GCA_012219465.2_GCA_012219465.2_ASM1221946v2_genomic_hits	Z2098	100.0	1.0	CP088052.1	200
GCA_012219465.2_GCA_012219465.2_ASM1221946v2_genomic_hits	eae	100.0	1.0	CP088052.1	91
GCA_012219465.2_GCA_012219465.2_ASM1221946v2_genomic_hits	espK	100.0	1.0	CP088052.1	176
GCA_012219465.2_GCA_012219465.2_ASM1221946v2_genomic_hits	espN	100.0	1.0	CP088052.1	181
GCA_012219465.2_GCA_012219465.2_ASM1221946v2_genomic_hits	espV	100.0	1.0	CP088052.1	178
GCA_012219465.2_GCA_012219465.2_ASM1221946v2_genomic_hits	stx2	100.0	1.0	CP088052.1	83
GCA_012219465.2_GCA_012219465.2_ASM1221946v2_genomic_hits	ureD	100.0	1.0	CP088052.1	188
GCA_012220125.2_GCA_012220125.2_ASM1222012v2_genomic_hits	Z2098	100.0	1.0	CP088050.1	200
GCA_012220125.2_GCA_012220125.2_ASM1222012v2_genomic_hits	eae	100.0	1.0	CP088050.1	91
GCA_012220125.2_GCA_012220125.2_ASM1222012v2_genomic_hits	espK	100.0	1.0	CP088050.1	176
GCA_012220125.2_GCA_012220125.2_ASM1222012v2_genomic_hits	espN	100.0	1.0	CP088050.1	181
GCA_012220125.2_GCA_012220125.2_ASM1222012v2_genomic_hits	espV	100.0	1.0	CP088050.1	178
GCA_012220125.2_GCA_012220125.2_ASM1222012v2_genomic_hits	stx2	100.0	1.0	CP088050.1	83
GCA_012220125.2_GCA_012220125.2_ASM1222012v2_genomic_hits	ureD	100.0	1.0	CP088050.1	188
GCA_012220445.2_GCA_012220445.2_ASM1222044v2_genomic_hits	Z2098	100.0	1.0	CP088058.1	200
GCA_012220445.2_GCA_012220445.2_ASM1222044v2_genomic_hits	eae	100.0	1.0	CP088058.1	91
GCA_012220445.2_GCA_012220445.2_ASM1222044v2_genomic_hits	espK	100.0	1.0	CP088058.1	176
GCA_012220445.2_GCA_012220445.2_ASM1222044v2_genomic_hits	espN	100.0	1.0	CP088058.1	181
GCA_012220445.2_GCA_012220445.2_ASM1222044v2_genomic_hits	espV	100.0	1.0	CP088058.1	178
GCA_012220445.2_GCA_012220445.2_ASM1222044v2_genomic_hits	stx2	100.0	1.0	CP088058.1	83
GCA_012220445.2_GCA_012220445.2_ASM1222044v2_genomic_hits	ureD	100.0	1.0	CP088058.1	188
GCA_012220465.2_GCA_012220465.2_ASM1222046v2_genomic_hits	Z2098	100.0	1.0	CP088060.1	200
GCA_012220465.2_GCA_012220465.2_ASM1222046v2_genomic_hits	eae	100.0	1.0	CP088060.1	91
GCA_012220465.2_GCA_012220465.2_ASM1222046v2_genomic_hits	espK	100.0	1.0	CP088060.1	176
GCA_012220465.2_GCA_012220465.2_ASM1222046v2_genomic_hits	espN	100.0	1.0	CP088060.1	181
GCA_012220465.2_GCA_012220465.2_ASM1222046v2_genomic_hits	espV	100.0	1.0	CP088060.1	178
GCA_012220465.2_GCA_012220465.2_ASM1222046v2_genomic_hits	stx2	100.0	1.0	CP088060.1	83
GCA_012220465.2_GCA_012220465.2_ASM1222046v2_genomic_hits	ureD	100.0	1.0	CP088060.1	188
GCA_012221765.2_GCA_012221765.2_ASM1222176v2_genomic_hits	Z2098	100.0	1.0	CP088069.1	200
GCA_012221765.2_GCA_012221765.2_ASM1222176v2_genomic_hits	eae	100.0	1.0	CP088069.1	91
GCA_012221765.2_GCA_012221765.2_ASM1222176v2_genomic_hits	espK	100.0	1.0	CP088069.1	176
GCA_012221765.2_GCA_012221765.2_ASM1222176v2_genomic_hits	espN	100.0	1.0	CP088069.1	181
GCA_012221765.2_GCA_012221765.2_ASM1222176v2_genomic_hits	espV	100.0	1.0	CP088069.1	178
GCA_012221765.2_GCA_012221765.2_ASM1222176v2_genomic_hits	stx2	100.0	1.0	CP088069.1	83
GCA_012221765.2_GCA_012221765.2_ASM1222176v2_genomic_hits	ureD	100.0	1.0	CP088069.1	188
GCA_012224845.2_GCA_012224845.2_ASM1222484v2_genomic_hits	stx2	98.8	1.0	CP113091.1	83
GCA_012242025.2_GCA_012242025.2_ASM1224202v2_genomic_hits	Z2098	100.0	1.0	CP073619.1	200
GCA_012242025.2_GCA_012242025.2_ASM1224202v2_genomic_hits	eae	100.0	1.0	CP073619.1	91
GCA_012242025.2_GCA_012242025.2_ASM1224202v2_genomic_hits	espK	100.0	1.0	CP073619.1	176
GCA_012242025.2_GCA_012242025.2_ASM1224202v2_genomic_hits	espN	100.0	1.0	CP073619.1	181
GCA_012242025.2_GCA_012242025.2_ASM1224202v2_genomic_hits	espV	100.0	1.0	CP073619.1	178
GCA_012242025.2_GCA_012242025.2_ASM1224202v2_genomic_hits	stx2	100.0	1.0	CP073619.1	83
GCA_012242025.2_GCA_012242025.2_ASM1224202v2_genomic_hits	ureD	100.0	1.0	CP073619.1	188
GCA_012391955.2_GCA_012391955.2_ASM1239195v2_genomic_hits	Z2098	100.0	1.0	CP073617.1	200
GCA_012391955.2_GCA_012391955.2_ASM1239195v2_genomic_hits	eae	100.0	1.0	CP073617.1	91
GCA_012391955.2_GCA_012391955.2_ASM1239195v2_genomic_hits	espK	100.0	1.0	CP073617.1	176
GCA_012391955.2_GCA_012391955.2_ASM1239195v2_genomic_hits	espN	100.0	1.0	CP073617.1	181
GCA_012391955.2_GCA_012391955.2_ASM1239195v2_genomic_hits	espV	100.0	1.0	CP073617.1	178
GCA_012391955.2_GCA_012391955.2_ASM1239195v2_genomic_hits	stx2	100.0	1.0	CP073617.1	83
GCA_012391955.2_GCA_012391955.2_ASM1239195v2_genomic_hits	ureD	100.0	1.0	CP073617.1	188
GCA_012711215.2_GCA_012711215.2_ASM1271121v2_genomic_hits	stx2	97.59	1.0	CP113094.1	83
GCA_012849755.1_GCA_012849755.1_ASM1284975v1_genomic_hits	Z2098	99.5	1.0	CP051631.1	200
GCA_012849755.1_GCA_012849755.1_ASM1284975v1_genomic_hits	eae	100.0	1.0	CP051631.1	91
GCA_012849755.1_GCA_012849755.1_ASM1284975v1_genomic_hits	espK	99.43	1.0	CP051631.1	176
GCA_012849755.1_GCA_012849755.1_ASM1284975v1_genomic_hits	espN	99.45	1.0	CP051631.1	181
GCA_012849755.1_GCA_012849755.1_ASM1284975v1_genomic_hits	espV	98.31	1.0	CP051631.1	178
GCA_012849755.1_GCA_012849755.1_ASM1284975v1_genomic_hits	stx2	100.0	1.0	CP051631.1	83
GCA_012849755.1_GCA_012849755.1_ASM1284975v1_genomic_hits	ureD	99.47	1.0	CP051631.1	188
GCA_012915625.2_GCA_012915625.2_ASM1291562v2_genomic_hits	Z2098	100.0	1.0	CP101522.1	200
GCA_012915625.2_GCA_012915625.2_ASM1291562v2_genomic_hits	eae	100.0	1.0	CP101522.1	91
GCA_012915625.2_GCA_012915625.2_ASM1291562v2_genomic_hits	espK	100.0	1.0	CP101522.1	176
GCA_012915625.2_GCA_012915625.2_ASM1291562v2_genomic_hits	espN	100.0	1.0	CP101522.1	181
GCA_012915625.2_GCA_012915625.2_ASM1291562v2_genomic_hits	espV	100.0	1.0	CP101522.1	178
GCA_012915625.2_GCA_012915625.2_ASM1291562v2_genomic_hits	stx2	100.0	1.0	CP101522.1	83
GCA_012915625.2_GCA_012915625.2_ASM1291562v2_genomic_hits	ureD	100.0	1.0	CP101522.1	188
GCA_012934735.1_GCA_012934735.1_ASM1293473v1_genomic_hits	aggR	100.0	1.0	CP051693.1	107
GCA_013167135.1_GCA_013167135.1_ASM1316713v1_genomic_hits	Z2098	100.0	1.0	CP038282.1	200
GCA_013167135.1_GCA_013167135.1_ASM1316713v1_genomic_hits	eae	100.0	1.0	CP038282.1	91
GCA_013167135.1_GCA_013167135.1_ASM1316713v1_genomic_hits	espK	100.0	1.0	CP038282.1	176
GCA_013167135.1_GCA_013167135.1_ASM1316713v1_genomic_hits	espN	100.0	1.0	CP038282.1	181
GCA_013167135.1_GCA_013167135.1_ASM1316713v1_genomic_hits	espV	99.44	1.0	CP038282.1	178
GCA_013167135.1_GCA_013167135.1_ASM1316713v1_genomic_hits	stx1	100.0	1.0	CP038282.1	112
GCA_013167135.1_GCA_013167135.1_ASM1316713v1_genomic_hits	stx2	100.0	1.0	CP038282.1	83
GCA_013167135.1_GCA_013167135.1_ASM1316713v1_genomic_hits	ureD	100.0	1.0	CP038282.1	188
GCA_013167155.1_GCA_013167155.1_ASM1316715v1_genomic_hits	Z2098	100.0	1.0	CP038284.1	200
GCA_013167155.1_GCA_013167155.1_ASM1316715v1_genomic_hits	eae	100.0	1.0	CP038284.1	91
GCA_013167155.1_GCA_013167155.1_ASM1316715v1_genomic_hits	espK	100.0	1.0	CP038284.1	176
GCA_013167155.1_GCA_013167155.1_ASM1316715v1_genomic_hits	espN	100.0	1.0	CP038284.1	181
GCA_013167155.1_GCA_013167155.1_ASM1316715v1_genomic_hits	espV	100.0	1.0	CP038284.1	178
GCA_013167155.1_GCA_013167155.1_ASM1316715v1_genomic_hits	stx2	100.0	1.0	CP038284.1	83
GCA_013167155.1_GCA_013167155.1_ASM1316715v1_genomic_hits	ureD	100.0	1.0	CP038284.1	188
GCA_013167175.1_GCA_013167175.1_ASM1316717v1_genomic_hits	Z2098	100.0	1.0	CP038287.1	200
GCA_013167175.1_GCA_013167175.1_ASM1316717v1_genomic_hits	eae	100.0	1.0	CP038287.1	91
GCA_013167175.1_GCA_013167175.1_ASM1316717v1_genomic_hits	espK	100.0	1.0	CP038287.1	176
GCA_013167175.1_GCA_013167175.1_ASM1316717v1_genomic_hits	espN	100.0	1.0	CP038287.1	181
GCA_013167175.1_GCA_013167175.1_ASM1316717v1_genomic_hits	espV	100.0	1.0	CP038287.1	178
GCA_013167175.1_GCA_013167175.1_ASM1316717v1_genomic_hits	stx2	100.0	1.0	CP038287.1	83
GCA_013167175.1_GCA_013167175.1_ASM1316717v1_genomic_hits	ureD	100.0	1.0	CP038287.1	188
GCA_013167195.1_GCA_013167195.1_ASM1316719v1_genomic_hits	Z2098	100.0	1.0	CP038290.1	200
GCA_013167195.1_GCA_013167195.1_ASM1316719v1_genomic_hits	eae	100.0	1.0	CP038290.1	91
GCA_013167195.1_GCA_013167195.1_ASM1316719v1_genomic_hits	espK	100.0	1.0	CP038290.1	176
GCA_013167195.1_GCA_013167195.1_ASM1316719v1_genomic_hits	espN	100.0	1.0	CP038290.1	181
GCA_013167195.1_GCA_013167195.1_ASM1316719v1_genomic_hits	espV	100.0	1.0	CP038290.1	178
GCA_013167195.1_GCA_013167195.1_ASM1316719v1_genomic_hits	stx1	100.0	1.0	CP038290.1	112
GCA_013167195.1_GCA_013167195.1_ASM1316719v1_genomic_hits	stx2	100.0	1.0	CP038290.1	83
GCA_013167195.1_GCA_013167195.1_ASM1316719v1_genomic_hits	ureD	100.0	1.0	CP038290.1	188
GCA_013167235.1_GCA_013167235.1_ASM1316723v1_genomic_hits	Z2098	100.0	1.0	CP038292.1	200
GCA_013167235.1_GCA_013167235.1_ASM1316723v1_genomic_hits	eae	100.0	1.0	CP038292.1	91
GCA_013167235.1_GCA_013167235.1_ASM1316723v1_genomic_hits	espK	100.0	1.0	CP038292.1	176
GCA_013167235.1_GCA_013167235.1_ASM1316723v1_genomic_hits	espN	100.0	1.0	CP038292.1	181
GCA_013167235.1_GCA_013167235.1_ASM1316723v1_genomic_hits	espV	100.0	1.0	CP038292.1	178
GCA_013167235.1_GCA_013167235.1_ASM1316723v1_genomic_hits	stx2	100.0	1.0	CP038292.1	83
GCA_013167235.1_GCA_013167235.1_ASM1316723v1_genomic_hits	ureD	100.0	1.0	CP038292.1	188
GCA_013167255.1_GCA_013167255.1_ASM1316725v1_genomic_hits	eae	100.0	1.0	CP038295.1	91
GCA_013167275.1_GCA_013167275.1_ASM1316727v1_genomic_hits	Z2098	100.0	1.0	CP038300.1	200
GCA_013167275.1_GCA_013167275.1_ASM1316727v1_genomic_hits	eae	100.0	1.0	CP038300.1	91
GCA_013167275.1_GCA_013167275.1_ASM1316727v1_genomic_hits	espK	100.0	1.0	CP038300.1	176
GCA_013167275.1_GCA_013167275.1_ASM1316727v1_genomic_hits	espN	100.0	1.0	CP038300.1	181
GCA_013167275.1_GCA_013167275.1_ASM1316727v1_genomic_hits	espV	100.0	1.0	CP038300.1	178
GCA_013167275.1_GCA_013167275.1_ASM1316727v1_genomic_hits	stx2	100.0	1.0	CP038300.1	83
GCA_013167275.1_GCA_013167275.1_ASM1316727v1_genomic_hits	ureD	100.0	1.0	CP038300.1	188
GCA_013167295.1_GCA_013167295.1_ASM1316729v1_genomic_hits	Z2098	100.0	1.0	CP038302.1	200
GCA_013167295.1_GCA_013167295.1_ASM1316729v1_genomic_hits	eae	100.0	1.0	CP038302.1	91
GCA_013167295.1_GCA_013167295.1_ASM1316729v1_genomic_hits	espK	100.0	1.0	CP038302.1	176
GCA_013167295.1_GCA_013167295.1_ASM1316729v1_genomic_hits	espN	100.0	1.0	CP038302.1	181
GCA_013167295.1_GCA_013167295.1_ASM1316729v1_genomic_hits	espV	100.0	1.0	CP038302.1	178
GCA_013167295.1_GCA_013167295.1_ASM1316729v1_genomic_hits	stx2	100.0	1.0	CP038302.1	83
GCA_013167295.1_GCA_013167295.1_ASM1316729v1_genomic_hits	ureD	100.0	1.0	CP038302.1	188
GCA_013167315.1_GCA_013167315.1_ASM1316731v1_genomic_hits	Z2098	100.0	1.0	CP038305.1	200
GCA_013167315.1_GCA_013167315.1_ASM1316731v1_genomic_hits	eae	100.0	1.0	CP038305.1	91
GCA_013167315.1_GCA_013167315.1_ASM1316731v1_genomic_hits	espK	100.0	1.0	CP038305.1	176
GCA_013167315.1_GCA_013167315.1_ASM1316731v1_genomic_hits	espN	100.0	1.0	CP038305.1	181
GCA_013167315.1_GCA_013167315.1_ASM1316731v1_genomic_hits	espV	100.0	1.0	CP038305.1	178
GCA_013167315.1_GCA_013167315.1_ASM1316731v1_genomic_hits	stx2	100.0	1.0	CP038305.1	83
GCA_013167315.1_GCA_013167315.1_ASM1316731v1_genomic_hits	ureD	100.0	1.0	CP038305.1	188
GCA_013167335.1_GCA_013167335.1_ASM1316733v1_genomic_hits	Z2098	100.0	1.0	CP038309.1	200
GCA_013167335.1_GCA_013167335.1_ASM1316733v1_genomic_hits	eae	100.0	1.0	CP038309.1	91
GCA_013167335.1_GCA_013167335.1_ASM1316733v1_genomic_hits	espK	100.0	1.0	CP038309.1	176
GCA_013167335.1_GCA_013167335.1_ASM1316733v1_genomic_hits	espN	100.0	1.0	CP038309.1	181
GCA_013167335.1_GCA_013167335.1_ASM1316733v1_genomic_hits	espV	100.0	1.0	CP038309.1	178
GCA_013167335.1_GCA_013167335.1_ASM1316733v1_genomic_hits	stx2	100.0	1.0	CP038309.1	83
GCA_013167335.1_GCA_013167335.1_ASM1316733v1_genomic_hits	ureD	100.0	1.0	CP038309.1	188
GCA_013167355.1_GCA_013167355.1_ASM1316735v1_genomic_hits	Z2098	100.0	1.0	CP038313.1	200
GCA_013167355.1_GCA_013167355.1_ASM1316735v1_genomic_hits	eae	100.0	1.0	CP038313.1	91
GCA_013167355.1_GCA_013167355.1_ASM1316735v1_genomic_hits	espK	100.0	1.0	CP038313.1	176
GCA_013167355.1_GCA_013167355.1_ASM1316735v1_genomic_hits	espN	100.0	1.0	CP038313.1	181
GCA_013167355.1_GCA_013167355.1_ASM1316735v1_genomic_hits	espV	100.0	1.0	CP038313.1	178
GCA_013167355.1_GCA_013167355.1_ASM1316735v1_genomic_hits	stx1	100.0	1.0	CP038313.1	112
GCA_013167355.1_GCA_013167355.1_ASM1316735v1_genomic_hits	stx2	100.0	1.0	CP038313.1	83
GCA_013167355.1_GCA_013167355.1_ASM1316735v1_genomic_hits	ureD	100.0	1.0	CP038313.1	188
GCA_013167375.1_GCA_013167375.1_ASM1316737v1_genomic_hits	Z2098	100.0	1.0	CP038316.1	200
GCA_013167375.1_GCA_013167375.1_ASM1316737v1_genomic_hits	eae	100.0	1.0	CP038316.1	91
GCA_013167375.1_GCA_013167375.1_ASM1316737v1_genomic_hits	espK	100.0	1.0	CP038316.1	176
GCA_013167375.1_GCA_013167375.1_ASM1316737v1_genomic_hits	espN	100.0	1.0	CP038316.1	181
GCA_013167375.1_GCA_013167375.1_ASM1316737v1_genomic_hits	espV	100.0	1.0	CP038316.1	178
GCA_013167375.1_GCA_013167375.1_ASM1316737v1_genomic_hits	stx2	100.0	1.0	CP038316.1	83
GCA_013167375.1_GCA_013167375.1_ASM1316737v1_genomic_hits	ureD	100.0	1.0	CP038316.1	188
GCA_013167395.1_GCA_013167395.1_ASM1316739v1_genomic_hits	Z2098	100.0	1.0	CP038319.1	200
GCA_013167395.1_GCA_013167395.1_ASM1316739v1_genomic_hits	eae	100.0	1.0	CP038319.1	91
GCA_013167395.1_GCA_013167395.1_ASM1316739v1_genomic_hits	espK	100.0	1.0	CP038319.1	176
GCA_013167395.1_GCA_013167395.1_ASM1316739v1_genomic_hits	espN	100.0	1.0	CP038319.1	181
GCA_013167395.1_GCA_013167395.1_ASM1316739v1_genomic_hits	espV	100.0	1.0	CP038319.1	178
GCA_013167395.1_GCA_013167395.1_ASM1316739v1_genomic_hits	stx2	100.0	1.0	CP038319.1	83
GCA_013167395.1_GCA_013167395.1_ASM1316739v1_genomic_hits	ureD	100.0	1.0	CP038319.1	188
GCA_013167415.1_GCA_013167415.1_ASM1316741v1_genomic_hits	Z2098	100.0	1.0	CP038321.1	200
GCA_013167415.1_GCA_013167415.1_ASM1316741v1_genomic_hits	eae	100.0	1.0	CP038321.1	91
GCA_013167415.1_GCA_013167415.1_ASM1316741v1_genomic_hits	espK	100.0	1.0	CP038321.1	176
GCA_013167415.1_GCA_013167415.1_ASM1316741v1_genomic_hits	espN	100.0	1.0	CP038321.1	181
GCA_013167415.1_GCA_013167415.1_ASM1316741v1_genomic_hits	espV	100.0	1.0	CP038321.1	178
GCA_013167415.1_GCA_013167415.1_ASM1316741v1_genomic_hits	stx1	100.0	1.0	CP038321.1	112
GCA_013167415.1_GCA_013167415.1_ASM1316741v1_genomic_hits	stx2	100.0	1.0	CP038321.1	83
GCA_013167415.1_GCA_013167415.1_ASM1316741v1_genomic_hits	ureD	100.0	1.0	CP038321.1	188
GCA_013167435.1_GCA_013167435.1_ASM1316743v1_genomic_hits	Z2098	100.0	1.0	CP038324.1	200
GCA_013167435.1_GCA_013167435.1_ASM1316743v1_genomic_hits	eae	100.0	1.0	CP038324.1	91
GCA_013167435.1_GCA_013167435.1_ASM1316743v1_genomic_hits	espK	100.0	1.0	CP038324.1	176
GCA_013167435.1_GCA_013167435.1_ASM1316743v1_genomic_hits	espN	100.0	1.0	CP038324.1	181
GCA_013167435.1_GCA_013167435.1_ASM1316743v1_genomic_hits	espV	100.0	1.0	CP038324.1	178
GCA_013167435.1_GCA_013167435.1_ASM1316743v1_genomic_hits	stx1	100.0	1.0	CP038324.1	112
GCA_013167435.1_GCA_013167435.1_ASM1316743v1_genomic_hits	stx2	100.0	1.0	CP038324.1	83
GCA_013167435.1_GCA_013167435.1_ASM1316743v1_genomic_hits	ureD	100.0	1.0	CP038324.1	188
GCA_013167455.1_GCA_013167455.1_ASM1316745v1_genomic_hits	eae	100.0	1.0	CP038328.1	91
GCA_013167455.1_GCA_013167455.1_ASM1316745v1_genomic_hits	espK	100.0	1.0	CP038328.1	176
GCA_013167455.1_GCA_013167455.1_ASM1316745v1_genomic_hits	espN	100.0	1.0	CP038328.1	181
GCA_013167455.1_GCA_013167455.1_ASM1316745v1_genomic_hits	espV	100.0	1.0	CP038328.1	178
GCA_013167455.1_GCA_013167455.1_ASM1316745v1_genomic_hits	stx1	100.0	1.0	CP038328.1	112
GCA_013167455.1_GCA_013167455.1_ASM1316745v1_genomic_hits	stx2	100.0	1.0	CP038328.1	83
GCA_013167455.1_GCA_013167455.1_ASM1316745v1_genomic_hits	ureD	100.0	1.0	CP038328.1	188
GCA_013167475.1_GCA_013167475.1_ASM1316747v1_genomic_hits	Z2098	100.0	1.0	CP038333.1	200
GCA_013167475.1_GCA_013167475.1_ASM1316747v1_genomic_hits	eae	100.0	1.0	CP038333.1	91
GCA_013167475.1_GCA_013167475.1_ASM1316747v1_genomic_hits	espK	100.0	1.0	CP038333.1	176
GCA_013167475.1_GCA_013167475.1_ASM1316747v1_genomic_hits	espN	100.0	1.0	CP038333.1	181
GCA_013167475.1_GCA_013167475.1_ASM1316747v1_genomic_hits	espV	100.0	1.0	CP038333.1	178
GCA_013167475.1_GCA_013167475.1_ASM1316747v1_genomic_hits	stx2	100.0	1.0	CP038333.1	83
GCA_013167475.1_GCA_013167475.1_ASM1316747v1_genomic_hits	ureD	100.0	1.0	CP038333.1	188
GCA_013167495.1_GCA_013167495.1_ASM1316749v1_genomic_hits	Z2098	100.0	1.0	CP038336.1	200
GCA_013167495.1_GCA_013167495.1_ASM1316749v1_genomic_hits	eae	100.0	1.0	CP038336.1	91
GCA_013167495.1_GCA_013167495.1_ASM1316749v1_genomic_hits	espK	100.0	1.0	CP038336.1	176
GCA_013167495.1_GCA_013167495.1_ASM1316749v1_genomic_hits	espN	100.0	1.0	CP038336.1	181
GCA_013167495.1_GCA_013167495.1_ASM1316749v1_genomic_hits	espV	100.0	1.0	CP038336.1	178
GCA_013167515.1_GCA_013167515.1_ASM1316751v1_genomic_hits	Z2098	100.0	1.0	CP038339.1	200
GCA_013167515.1_GCA_013167515.1_ASM1316751v1_genomic_hits	eae	100.0	1.0	CP038339.1	91
GCA_013167515.1_GCA_013167515.1_ASM1316751v1_genomic_hits	espK	100.0	1.0	CP038339.1	176
GCA_013167515.1_GCA_013167515.1_ASM1316751v1_genomic_hits	espN	100.0	1.0	CP038339.1	181
